reservation_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,meal,required_car_parking_spaces,total_of_special_requests,market_segment,distribution_channel,is_repeated_guest,reserved_room_type,assigned_room_type,deposit_type,agent,company,customer_type,adr,reservation_status,reservation_status_date,cluster,customer_segment
96934,City Hotel,0,56,2016,September,37,5,1,5,2,0.0,0,ITA,BB,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,118.95,Check-Out,2016-11-09,1,1
96936,City Hotel,0,230,2016,September,37,6,0,5,1,0.0,0,FRA,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,44.0,,Transient-Party,111.0,Check-Out,2016-11-09,2,2
96937,City Hotel,0,230,2016,September,37,6,0,5,2,0.0,0,FRA,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,44.0,,Transient-Party,137.0,Check-Out,2016-11-09,2,2
96940,City Hotel,0,174,2016,September,37,6,0,5,1,0.0,0,FRA,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,44.0,,Transient-Party,111.0,Check-Out,2016-11-09,2,2
96942,City Hotel,0,15,2016,September,37,6,0,5,1,0.0,0,FRA,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,44.0,,Transient-Party,111.0,Check-Out,2016-11-09,1,1
96943,City Hotel,0,230,2016,September,37,6,0,5,1,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,44.0,,Transient-Party,111.0,Check-Out,2016-11-09,2,2
96945,City Hotel,0,89,2016,September,37,4,2,5,1,0.0,0,AUS,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,86.0,,Transient-Party,85.0,Check-Out,2016-11-09,0,0
96946,City Hotel,0,230,2016,September,37,6,0,5,2,0.0,0,FRA,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,44.0,,Transient-Party,137.0,Check-Out,2016-11-09,2,2
96948,City Hotel,0,230,2016,September,37,6,0,5,2,0.0,0,FRA,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,44.0,,Transient-Party,137.0,Check-Out,2016-11-09,2,2
96952,City Hotel,0,52,2016,September,37,9,0,2,2,0.0,0,DEU,SC,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,125.1,Check-Out,2016-11-09,0,0
96953,City Hotel,0,125,2016,September,37,7,0,4,2,0.0,0,FRA,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,136.0,Check-Out,2016-11-09,0,0
96957,City Hotel,0,176,2016,September,37,8,0,3,1,0.0,0,ITA,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,171.0,,Transient-Party,116.1,Check-Out,2016-11-09,2,2
96958,City Hotel,0,176,2016,September,37,8,0,3,1,0.0,0,ITA,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,171.0,,Transient-Party,116.1,Check-Out,2016-11-09,2,2
96962,City Hotel,0,206,2016,September,37,8,0,3,2,0.0,0,NLD,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,99.9,Check-Out,2016-11-09,0,0
96963,City Hotel,0,174,2016,September,37,8,0,3,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,16.0,,Transient,90.95,Check-Out,2016-11-09,2,2
96964,City Hotel,0,176,2016,September,37,8,0,3,2,0.0,0,ITA,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,171.0,,Transient-Party,125.1,Check-Out,2016-11-09,2,2
96965,City Hotel,0,67,2016,September,37,4,2,5,2,0.0,0,ESP,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,127.8,Check-Out,2016-11-09,0,0
96967,City Hotel,0,206,2016,September,37,8,0,3,1,0.0,0,FRA,BB,0,1,Online TA,TA/TO,0,B,B,No Deposit,9.0,,Transient-Party,126.9,Check-Out,2016-11-09,2,2
96968,City Hotel,0,20,2016,September,37,9,0,2,2,1.0,0,ESP,HB,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,99.9,Check-Out,2016-11-09,0,0
96969,City Hotel,0,183,2016,September,37,8,0,3,2,0.0,0,PRT,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,44.0,,Transient-Party,110.0,Check-Out,2016-11-09,2,2
96971,City Hotel,0,183,2016,September,37,8,0,3,2,0.0,0,FRA,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,44.0,,Transient-Party,110.0,Check-Out,2016-11-09,2,2
96972,City Hotel,0,183,2016,September,37,8,0,3,1,0.0,0,FRA,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,44.0,,Transient-Party,100.0,Check-Out,2016-11-09,2,2
96973,City Hotel,0,183,2016,September,37,8,0,3,2,0.0,0,FRA,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,44.0,,Transient-Party,110.0,Check-Out,2016-11-09,2,2
96976,City Hotel,0,183,2016,September,37,8,0,3,2,0.0,0,PRT,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,44.0,,Transient-Party,99.9,Check-Out,2016-11-09,2,2
96977,City Hotel,0,183,2016,September,37,8,0,3,2,0.0,0,FRA,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,44.0,,Transient-Party,110.0,Check-Out,2016-11-09,2,2
96979,City Hotel,0,179,2016,September,37,8,0,3,3,0.0,0,FRA,BB,0,2,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,150.45,Check-Out,2016-11-09,0,0
96980,City Hotel,0,65,2016,September,37,9,0,2,2,0.0,0,FRA,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,149.4,Check-Out,2016-11-09,0,0
96981,City Hotel,0,65,2016,September,37,9,0,2,2,0.0,0,FRA,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,149.4,Check-Out,2016-11-09,0,0
96982,City Hotel,0,65,2016,September,37,9,0,2,2,0.0,0,FRA,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,149.4,Check-Out,2016-11-09,0,0
96983,City Hotel,0,183,2016,September,37,8,0,3,2,0.0,0,FRA,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,44.0,,Transient-Party,110.0,Check-Out,2016-11-09,2,2
96984,City Hotel,0,183,2016,September,37,8,0,3,2,0.0,0,PRT,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,44.0,,Transient-Party,110.0,Check-Out,2016-11-09,2,2
96985,City Hotel,0,183,2016,September,37,8,0,3,2,0.0,0,FRA,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,44.0,,Transient-Party,110.0,Check-Out,2016-11-09,2,2
96988,City Hotel,0,84,2016,September,37,9,0,2,1,0.0,0,GBR,BB,0,2,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,99.9,Check-Out,2016-11-09,0,0
96989,City Hotel,0,183,2016,September,37,8,0,3,2,0.0,0,PRT,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,44.0,,Transient-Party,110.0,Check-Out,2016-11-09,2,2
96990,City Hotel,0,51,2016,September,37,9,0,2,2,0.0,0,GBR,SC,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,125.1,Check-Out,2016-11-09,0,0
96992,City Hotel,0,81,2016,September,37,5,1,5,1,0.0,0,IRQ,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,86.0,,Transient-Party,85.0,Check-Out,2016-11-09,1,1
96993,City Hotel,0,183,2016,September,37,8,0,3,2,0.0,0,FRA,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,44.0,,Transient-Party,110.0,Check-Out,2016-11-09,2,2
96995,City Hotel,0,6,2016,September,37,8,0,3,2,0.0,0,PRT,SC,0,1,Online TA,TA/TO,0,A,A,No Deposit,7.0,,Transient,108.99,Check-Out,2016-11-09,0,0
96998,City Hotel,0,82,2016,September,37,6,0,5,1,0.0,0,FRA,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,86.0,,Transient-Party,85.0,Check-Out,2016-11-09,1,1
97000,City Hotel,0,230,2016,September,37,6,0,5,2,0.0,0,FRA,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,44.0,,Transient-Party,137.0,Check-Out,2016-11-09,2,2
97001,City Hotel,0,90,2016,September,37,5,1,5,2,0.0,0,PRT,BB,0,3,Offline TA/TO,TA/TO,0,A,A,No Deposit,86.0,,Transient-Party,95.0,Check-Out,2016-11-09,0,0
97006,City Hotel,0,21,2016,September,37,9,0,2,2,0.0,0,ESP,HB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,183.15,Check-Out,2016-11-09,0,0
97009,City Hotel,0,230,2016,September,37,6,0,5,1,0.0,0,FRA,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,44.0,,Transient-Party,111.0,Check-Out,2016-11-09,2,2
97010,City Hotel,0,4,2016,September,37,6,0,5,2,0.0,0,FRA,SC,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,149.0,Check-Out,2016-11-09,0,0
97015,City Hotel,0,47,2016,September,37,9,0,2,2,0.0,0,GBR,SC,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,125.1,Check-Out,2016-11-09,0,0
97016,City Hotel,0,47,2016,September,37,9,0,2,2,0.0,0,GBR,SC,0,1,Online TA,TA/TO,0,A,B,No Deposit,9.0,,Transient,125.1,Check-Out,2016-11-09,0,0
97017,City Hotel,0,47,2016,September,37,9,0,2,2,0.0,0,GBR,SC,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,125.1,Check-Out,2016-11-09,0,0
97019,City Hotel,0,46,2016,September,37,9,0,2,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,83.0,,Transient,108.72,Check-Out,2016-11-09,1,1
97021,City Hotel,0,25,2016,September,37,10,0,1,2,0.0,0,PRT,BB,1,2,Direct,Direct,0,A,E,No Deposit,14.0,,Transient,168.0,Check-Out,2016-11-09,0,0
97022,City Hotel,0,89,2016,September,37,9,0,2,3,0.0,0,BEL,BB,0,2,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,168.3,Check-Out,2016-11-09,0,0
97024,City Hotel,0,57,2016,September,37,7,1,4,2,0.0,0,GBR,BB,0,2,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,141.84,Check-Out,2016-12-09,0,0
97026,City Hotel,0,78,2016,September,37,5,2,5,2,0.0,0,DEU,BB,0,3,Online TA,TA/TO,0,D,A,No Deposit,9.0,,Transient,149.4,Check-Out,2016-12-09,0,0
97029,City Hotel,0,45,2016,September,37,9,1,2,2,0.0,0,BEL,BB,0,1,Direct,Direct,0,A,B,No Deposit,14.0,,Transient,118.15,Check-Out,2016-12-09,0,0
97030,City Hotel,0,20,2016,September,38,11,1,0,2,0.0,0,DEU,SC,0,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,89.0,Check-Out,2016-12-09,1,1
97033,City Hotel,0,277,2016,September,37,5,2,5,2,0.0,0,NOR,HB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,21.0,,Transient-Party,99.9,Check-Out,2016-12-09,2,2
97034,City Hotel,0,277,2016,September,37,5,2,5,1,0.0,0,NOR,HB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,21.0,,Transient-Party,79.57,Check-Out,2016-12-09,2,2
97035,City Hotel,0,277,2016,September,37,5,2,5,2,0.0,0,NOR,HB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,21.0,,Transient-Party,89.14,Check-Out,2016-12-09,2,2
97037,City Hotel,0,277,2016,September,37,5,2,5,2,0.0,0,NOR,HB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,21.0,,Transient-Party,89.14,Check-Out,2016-12-09,2,2
97040,City Hotel,0,277,2016,September,37,5,2,5,2,0.0,0,NOR,HB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,21.0,,Transient-Party,89.14,Check-Out,2016-12-09,2,2
97043,City Hotel,0,50,2016,September,37,10,1,1,2,0.0,0,USA,BB,0,2,Direct,Direct,0,D,D,No Deposit,14.0,,Transient,145.8,Check-Out,2016-12-09,0,0
97050,City Hotel,0,240,2016,September,37,10,1,1,3,0.0,0,ITA,HB,0,0,Groups,TA/TO,0,A,A,No Deposit,1.0,,Transient-Party,139.2,Check-Out,2016-12-09,2,2
97052,City Hotel,0,47,2016,September,37,10,1,1,2,0.0,0,ITA,HB,0,1,Groups,TA/TO,0,A,A,No Deposit,1.0,,Transient-Party,99.9,Check-Out,2016-12-09,1,1
97059,City Hotel,0,240,2016,September,37,10,1,1,2,0.0,0,PRT,HB,0,1,Groups,TA/TO,0,A,A,No Deposit,1.0,,Transient-Party,96.0,Check-Out,2016-12-09,2,2
97061,City Hotel,0,240,2016,September,37,10,1,1,2,0.0,0,ITA,HB,0,1,Groups,TA/TO,0,A,D,No Deposit,1.0,,Transient-Party,96.0,Check-Out,2016-12-09,2,2
97063,City Hotel,0,240,2016,September,37,10,1,1,2,0.0,0,ITA,HB,0,1,Groups,TA/TO,0,A,A,No Deposit,1.0,,Transient-Party,96.0,Check-Out,2016-12-09,2,2
97065,City Hotel,0,33,2016,September,37,10,1,1,3,0.0,0,ESP,BB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,28.0,,Transient,120.6,Check-Out,2016-12-09,1,1
97066,City Hotel,0,9,2016,September,38,11,1,0,2,0.0,0,PRT,BB,0,2,Complementary,Direct,0,G,G,No Deposit,,,Transient,0.0,Check-Out,2016-12-09,1,1
97068,City Hotel,0,2,2016,September,38,11,1,0,2,0.0,0,USA,BB,0,1,Direct,Direct,0,D,D,No Deposit,,,Transient,145.0,Check-Out,2016-12-09,0,0
97070,City Hotel,0,55,2016,September,37,7,1,4,3,0.0,0,GBR,BB,0,2,Online TA,TA/TO,0,D,D,No Deposit,89.0,,Transient,122.4,Check-Out,2016-12-09,0,0
97072,City Hotel,0,54,2016,September,37,10,1,1,3,0.0,0,ESP,BB,0,4,Direct,Direct,0,D,D,No Deposit,,,Transient,192.0,Check-Out,2016-12-09,0,0
97073,City Hotel,0,54,2016,September,37,10,1,1,2,0.0,0,ESP,BB,0,5,Direct,Direct,0,D,E,No Deposit,,,Transient,167.0,Check-Out,2016-12-09,0,0
97074,City Hotel,0,12,2016,September,38,11,1,0,1,0.0,0,CHN,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,295.0,,Transient-Party,85.0,Check-Out,2016-12-09,1,1
97075,City Hotel,0,12,2016,September,38,11,1,0,1,0.0,0,CHN,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,295.0,,Transient-Party,85.0,Check-Out,2016-12-09,1,1
97080,City Hotel,0,14,2016,September,38,11,1,0,1,0.0,0,USA,SC,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,89.0,Check-Out,2016-12-09,0,0
97082,City Hotel,0,243,2016,September,37,9,1,2,2,0.0,0,ITA,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,106.2,Check-Out,2016-12-09,0,0
97083,City Hotel,0,104,2016,September,37,5,2,5,2,0.0,0,GBR,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,89.0,,Transient,98.64,Check-Out,2016-12-09,0,0
97084,City Hotel,0,55,2016,September,37,10,1,1,3,0.0,0,BEL,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,168.3,Check-Out,2016-12-09,0,0
97091,City Hotel,0,33,2016,September,37,10,1,1,2,0.0,0,NLD,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,144.9,Check-Out,2016-12-09,0,0
97092,City Hotel,0,18,2016,September,38,11,1,0,2,0.0,0,GBR,SC,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,89.0,Check-Out,2016-12-09,0,0
97095,City Hotel,0,48,2016,September,37,6,1,5,2,2.0,0,AUS,BB,0,2,Online TA,TA/TO,0,F,F,No Deposit,9.0,,Transient,195.3,Check-Out,2016-12-09,0,0
97096,City Hotel,0,38,2016,September,37,10,1,1,2,0.0,0,USA,BB,0,2,Direct,Direct,0,D,D,No Deposit,14.0,,Transient,170.57,Check-Out,2016-12-09,0,0
97098,City Hotel,0,40,2016,September,37,10,1,1,2,0.0,0,FRA,SC,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,134.1,Check-Out,2016-12-09,0,0
97100,City Hotel,0,54,2016,September,37,10,1,1,2,1.0,0,ESP,BB,0,5,Direct,Direct,0,A,A,No Deposit,,,Transient,139.0,Check-Out,2016-12-09,0,0
97101,City Hotel,0,22,2016,September,38,11,1,0,2,0.0,0,IRL,SC,0,1,Online TA,TA/TO,0,A,A,No Deposit,8.0,,Transient,89.0,Check-Out,2016-12-09,1,1
97105,City Hotel,0,12,2016,September,38,11,1,0,1,0.0,0,CHN,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,295.0,,Transient-Party,85.0,Check-Out,2016-12-09,1,1
97106,City Hotel,0,69,2016,September,37,8,1,3,2,0.0,0,FRA,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,149.4,Check-Out,2016-12-09,0,0
97108,City Hotel,0,201,2016,September,37,8,1,3,2,0.0,0,POL,BB,0,2,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,119.85,Check-Out,2016-12-09,0,0
97112,City Hotel,0,24,2016,September,38,11,1,0,2,0.0,0,FRA,SC,0,1,Online TA,TA/TO,0,A,K,No Deposit,9.0,,Transient,0.0,Check-Out,2016-12-09,1,1
97114,City Hotel,0,53,2016,September,38,11,1,0,1,0.0,0,BRA,SC,0,0,Online TA,TA/TO,0,A,A,No Deposit,,,Transient,94.32,Check-Out,2016-12-09,1,1
97601,City Hotel,0,11,2017,March,10,6,1,0,2,0.0,0,GBR,BB,0,2,Online TA,TA/TO,1,A,A,No Deposit,9.0,,Transient,108.0,Check-Out,2017-07-03,1,1
97729,City Hotel,0,10,2016,December,51,11,1,0,2,2.0,0,PRT,BB,0,2,Online TA,TA/TO,1,F,F,No Deposit,9.0,,Group,174.0,Check-Out,2016-12-12,0,0
97753,City Hotel,0,3,2017,June,23,9,0,1,1,0.0,0,PRT,BB,0,1,Complementary,Direct,1,G,G,No Deposit,,45.0,Transient,0.0,Check-Out,2017-10-06,1,1
97842,City Hotel,0,29,2016,December,50,6,0,1,2,0.0,0,PRT,BB,0,2,Direct,Direct,1,A,A,No Deposit,14.0,,Group,98.0,Check-Out,2016-07-12,1,1
97969,City Hotel,1,0,2016,October,42,10,1,2,1,0.0,0,PRT,BB,0,0,Corporate,Corporate,1,A,D,No Deposit,,329.0,Transient,153.0,No-Show,2016-10-10,1,1
98356,City Hotel,0,61,2016,December,50,5,1,2,1,0.0,0,PRT,BB,0,2,Online TA,TA/TO,1,A,A,No Deposit,7.0,,Transient,67.91,Check-Out,2016-08-12,1,1
98398,City Hotel,0,16,2016,November,45,3,0,1,2,0.0,0,PRT,BB,0,3,Direct,Direct,1,A,A,No Deposit,,,Transient,120.0,Check-Out,2016-04-11,0,0
98419,City Hotel,0,11,2017,August,31,4,0,1,2,0.0,0,PRT,BB,1,2,Direct,Direct,1,A,D,No Deposit,,,Transient,140.0,Check-Out,2017-05-08,0,0
98496,City Hotel,0,36,2016,September,40,30,0,1,2,0.0,0,DEU,BB,0,1,Direct,Direct,0,E,G,No Deposit,14.0,,Transient,166.5,Check-Out,2016-01-10,0,0
98498,City Hotel,0,36,2016,September,40,28,0,3,2,0.0,0,DEU,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,21.0,,Transient-Party,87.0,Check-Out,2016-01-10,1,1
98499,City Hotel,0,36,2016,September,40,28,0,3,1,0.0,0,DEU,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,21.0,,Transient-Party,76.0,Check-Out,2016-01-10,1,1
98503,City Hotel,0,36,2016,September,40,28,0,3,1,0.0,0,DEU,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,21.0,,Transient-Party,76.0,Check-Out,2016-01-10,1,1
98504,City Hotel,0,36,2016,September,40,28,0,3,2,0.0,0,DEU,BB,0,0,Groups,TA/TO,0,A,B,No Deposit,21.0,,Transient-Party,99.9,Check-Out,2016-01-10,1,1
98505,City Hotel,0,36,2016,September,40,28,0,3,2,0.0,0,DEU,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,21.0,,Transient-Party,87.0,Check-Out,2016-01-10,1,1
98506,City Hotel,0,0,2016,September,40,30,0,1,1,0.0,0,SWE,BB,0,0,Direct,Direct,0,D,D,No Deposit,,,Transient,179.0,Check-Out,2016-01-10,1,1
98508,City Hotel,0,36,2016,September,40,28,0,3,1,0.0,0,DEU,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,21.0,,Transient-Party,76.0,Check-Out,2016-01-10,1,1
98509,City Hotel,0,36,2016,September,40,28,0,3,1,0.0,0,DEU,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,21.0,,Transient-Party,76.0,Check-Out,2016-01-10,1,1
98511,City Hotel,0,36,2016,September,40,28,0,3,2,0.0,0,DEU,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,21.0,,Transient-Party,43.5,Check-Out,2016-01-10,1,1
98514,City Hotel,0,36,2016,September,40,28,0,3,1,0.0,0,DEU,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,21.0,,Transient-Party,76.0,Check-Out,2016-01-10,1,1
98518,City Hotel,0,213,2016,September,40,27,0,4,1,0.0,0,AUS,BB,1,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,118.65,Check-Out,2016-01-10,2,2
98519,City Hotel,0,58,2016,September,40,28,0,3,2,0.0,0,BEL,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,152.7,Check-Out,2016-01-10,0,0
98520,City Hotel,0,160,2016,September,40,30,0,1,2,1.0,0,CHE,BB,0,2,Online TA,TA/TO,0,A,E,No Deposit,9.0,,Transient,145.8,Check-Out,2016-01-10,0,0
98521,City Hotel,0,114,2016,September,39,24,2,5,2,0.0,0,BEL,BB,0,0,Direct,Direct,0,A,A,No Deposit,14.0,,Transient,131.66,Check-Out,2016-01-10,2,2
98523,City Hotel,0,60,2016,September,40,29,0,2,2,0.0,0,PRT,HB,0,3,Online TA,TA/TO,0,D,D,No Deposit,7.0,,Transient,149.77,Check-Out,2016-01-10,0,0
98527,City Hotel,0,48,2016,September,40,26,1,4,2,0.0,0,FRA,BB,0,2,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,154.98,Check-Out,2016-01-10,0,0
98530,City Hotel,0,206,2016,September,40,27,0,4,2,0.0,0,FRA,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,119.85,Check-Out,2016-01-10,2,2
98531,City Hotel,0,18,2016,September,40,28,0,3,1,0.0,0,GBR,HB,0,1,Online TA,TA/TO,0,D,D,No Deposit,7.0,,Transient,160.67,Check-Out,2016-01-10,0,0
98536,City Hotel,0,2,2016,September,40,30,0,1,2,0.0,0,PRT,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,205.0,Check-Out,2016-01-10,0,0
98541,City Hotel,0,98,2016,September,40,27,0,4,2,0.0,0,PRT,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,138.0,,Transient,95.0,Check-Out,2016-01-10,0,0
98544,City Hotel,0,36,2016,September,39,24,2,5,2,2.0,0,FRA,BB,0,1,Online TA,TA/TO,0,F,F,No Deposit,7.0,,Transient,177.77,Check-Out,2016-01-10,0,0
98545,City Hotel,0,36,2016,September,40,28,0,3,2,0.0,0,CHE,BB,0,2,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient-Party,147.6,Check-Out,2016-01-10,0,0
98547,City Hotel,0,1,2016,September,40,29,0,3,2,0.0,0,SWE,HB,0,0,Corporate,Corporate,0,A,A,No Deposit,325.0,,Transient-Party,146.0,Check-Out,2016-02-10,1,1
98549,City Hotel,0,2,2016,September,40,30,0,2,1,0.0,0,PRT,BB,0,2,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,205.0,Check-Out,2016-02-10,0,0
98550,City Hotel,0,78,2016,September,40,29,0,3,2,0.0,0,USA,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,138.0,,Transient,95.0,Check-Out,2016-02-10,0,0
98553,City Hotel,0,7,2016,September,40,30,0,2,2,0.0,0,BRA,BB,0,0,Offline TA/TO,TA/TO,0,E,E,No Deposit,83.0,,Transient,176.0,Check-Out,2016-02-10,1,1
98555,City Hotel,0,0,2016,October,41,2,0,0,2,1.0,0,PRT,HB,0,1,Online TA,TA/TO,1,A,K,No Deposit,9.0,,Transient,0.0,Check-Out,2016-02-10,1,1
98556,City Hotel,0,100,2016,September,40,28,0,4,2,0.0,0,ITA,HB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,26.0,,Transient-Party,140.0,Check-Out,2016-02-10,0,0
98561,City Hotel,0,100,2016,September,40,28,0,4,2,0.0,0,ITA,HB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,26.0,,Transient-Party,140.0,Check-Out,2016-02-10,0,0
98562,City Hotel,0,100,2016,September,40,28,0,4,2,0.0,0,ITA,HB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,26.0,,Transient-Party,140.0,Check-Out,2016-02-10,0,0
98563,City Hotel,0,100,2016,September,40,28,0,4,1,0.0,0,ITA,HB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,26.0,,Transient-Party,110.0,Check-Out,2016-02-10,1,1
98564,City Hotel,0,100,2016,September,40,28,0,4,2,0.0,0,ITA,HB,0,1,Offline TA/TO,TA/TO,0,A,B,No Deposit,26.0,,Transient-Party,140.0,Check-Out,2016-02-10,0,0
98566,City Hotel,0,100,2016,September,40,28,0,4,2,0.0,0,ITA,HB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,26.0,,Transient-Party,140.0,Check-Out,2016-02-10,0,0
98568,City Hotel,0,100,2016,September,40,28,0,4,2,0.0,0,ITA,HB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,26.0,,Transient-Party,140.0,Check-Out,2016-02-10,0,0
98569,City Hotel,0,100,2016,September,40,28,0,4,2,0.0,0,ITA,HB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,26.0,,Transient-Party,140.0,Check-Out,2016-02-10,0,0
98570,City Hotel,0,100,2016,September,40,28,0,4,2,0.0,0,ITA,HB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,26.0,,Transient-Party,140.0,Check-Out,2016-02-10,0,0
98572,City Hotel,0,100,2016,September,40,28,0,4,2,0.0,0,ITA,HB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,26.0,,Transient-Party,140.0,Check-Out,2016-02-10,0,0
98575,City Hotel,0,100,2016,September,40,28,0,4,2,0.0,0,ITA,HB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,26.0,,Transient-Party,140.0,Check-Out,2016-02-10,0,0
98576,City Hotel,0,328,2016,September,40,30,0,2,2,0.0,0,FRA,BB,0,1,Groups,TA/TO,0,A,A,No Deposit,1.0,,Transient-Party,65.0,Check-Out,2016-02-10,2,2
