reservation_id,hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,country,meal,required_car_parking_spaces,total_of_special_requests,market_segment,distribution_channel,is_repeated_guest,reserved_room_type,assigned_room_type,deposit_type,agent,company,customer_type,adr,reservation_status,reservation_status_date
82733,City Hotel,0,77,2015,December,53,31,2,4,2,0.0,0,ITA,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Contract,100.97,Check-Out,2016-06-01
82744,City Hotel,1,325,2016,October,43,17,1,2,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,Non Refund,58.0,,Transient,95.0,Canceled,2016-06-01
82747,City Hotel,1,325,2016,October,43,17,1,2,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,Non Refund,58.0,,Transient,95.0,Canceled,2016-06-01
82751,City Hotel,1,325,2016,October,43,17,1,2,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,Non Refund,58.0,,Transient,95.0,Canceled,2016-06-01
82752,City Hotel,1,325,2016,October,43,17,1,2,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,Non Refund,58.0,,Transient,95.0,Canceled,2016-06-01
82753,City Hotel,1,325,2016,October,43,17,1,2,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,Non Refund,58.0,,Transient,95.0,Canceled,2016-06-01
82754,City Hotel,1,325,2016,October,43,17,1,2,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,Non Refund,58.0,,Transient,95.0,Canceled,2016-06-01
82756,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82757,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82759,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82760,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82763,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82766,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82767,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82769,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82772,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82776,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82777,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82778,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,99.9,Canceled,2016-06-01
82779,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82782,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82783,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82785,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82787,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82789,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82792,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82794,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82795,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82796,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82797,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82799,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82802,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82803,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82806,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82807,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82811,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82812,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82816,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82817,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82818,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82820,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82821,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82822,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82823,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82824,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82825,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82827,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82832,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82833,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82835,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82836,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82837,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82843,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82846,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82850,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,99.9,Canceled,2016-06-01
82852,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82853,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82863,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82864,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,99.9,Canceled,2016-06-01
82866,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82870,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82872,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82874,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82876,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82877,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82878,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82879,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82881,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82883,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82888,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82889,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82890,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,99.9,Canceled,2016-06-01
82891,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,99.9,Canceled,2016-06-01
82893,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82895,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,99.9,Canceled,2016-06-01
82897,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82898,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82899,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82903,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82904,City Hotel,1,68,2016,February,8,17,0,2,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,Non Refund,37.0,,Transient,75.0,Canceled,2016-06-01
82905,City Hotel,0,25,2016,January,1,2,2,3,2,0.0,0,DEU,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,16.0,,Transient,91.0,Check-Out,2016-07-01
82908,City Hotel,1,82,2016,January,5,30,2,6,2,0.0,0,PRT,BB,0,0,Online TA,TA/TO,0,B,B,No Deposit,9.0,,Contract,99.9,Canceled,2016-07-01
82909,City Hotel,1,82,2016,January,5,30,2,6,2,0.0,0,PRT,BB,0,0,Online TA,TA/TO,0,B,B,No Deposit,9.0,,Contract,77.5,Canceled,2016-07-01
82910,City Hotel,0,66,2016,January,2,3,2,2,2,0.0,0,PRT,BB,1,0,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,106.0,Check-Out,2016-07-01
82913,City Hotel,0,0,2016,January,2,6,0,1,2,0.0,0,PRT,BB,0,0,Direct,Direct,0,A,A,No Deposit,,,Transient,67.49,Check-Out,2016-07-01
82914,City Hotel,0,2,2016,January,2,6,0,1,2,0.0,0,ESP,BB,0,0,Direct,Direct,0,A,A,No Deposit,,,Transient,96.0,Check-Out,2016-07-01
82920,City Hotel,1,177,2016,May,20,8,2,0,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,A,A,Non Refund,3.0,,Transient,121.0,Canceled,2016-07-01
82921,City Hotel,1,177,2016,May,20,8,2,0,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,A,A,Non Refund,3.0,,Transient,121.0,Canceled,2016-07-01
82924,City Hotel,1,177,2016,May,20,8,2,0,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,A,A,Non Refund,3.0,,Transient,121.0,Canceled,2016-07-01
82925,City Hotel,1,177,2016,May,20,8,2,0,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,A,A,Non Refund,3.0,,Transient,121.0,Canceled,2016-07-01
82927,City Hotel,1,177,2016,May,20,8,2,0,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,A,A,Non Refund,3.0,,Transient,121.0,Canceled,2016-07-01
82928,City Hotel,1,177,2016,May,20,8,2,0,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,A,A,Non Refund,3.0,,Transient,121.0,Canceled,2016-07-01
82929,City Hotel,1,177,2016,May,20,8,2,0,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,A,A,Non Refund,3.0,,Transient,121.0,Canceled,2016-07-01
82930,City Hotel,1,177,2016,May,20,8,2,0,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,A,A,Non Refund,3.0,,Transient,121.0,Canceled,2016-07-01
82931,City Hotel,1,177,2016,May,20,8,2,0,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,A,A,Non Refund,3.0,,Transient,121.0,Canceled,2016-07-01
82932,City Hotel,1,177,2016,May,20,8,2,0,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,A,A,Non Refund,3.0,,Transient,121.0,Canceled,2016-07-01
82933,City Hotel,1,177,2016,May,20,8,2,0,2,0.0,0,PRT,HB,0,0,Offline TA/TO,TA/TO,0,A,A,Non Refund,3.0,,Transient,121.0,Canceled,2016-07-01
82935,City Hotel,1,58,2016,January,5,27,0,2,1,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,87.0,,Transient-Party,80.0,Canceled,2016-07-01
82939,City Hotel,1,58,2016,January,5,27,0,2,1,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,87.0,,Transient-Party,80.0,Canceled,2016-07-01
82943,City Hotel,1,58,2016,January,5,27,0,2,1,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,87.0,,Transient-Party,80.0,Canceled,2016-07-01
82944,City Hotel,1,58,2016,January,5,27,0,2,1,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,87.0,,Transient-Party,80.0,Canceled,2016-07-01
82947,City Hotel,0,91,2016,January,1,1,2,5,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,27.0,,Transient,43.43,Check-Out,2016-08-01
82949,City Hotel,0,0,2016,January,2,6,0,2,1,0.0,0,ESP,BB,0,0,Corporate,Corporate,0,A,A,No Deposit,91.0,,Transient,79.0,Check-Out,2016-08-01
82951,City Hotel,0,0,2016,January,2,4,1,3,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,1.0,,Transient,41.0,Check-Out,2016-08-01
82952,City Hotel,0,11,2016,January,2,4,1,3,2,0.0,0,FRA,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,28.0,,Transient,70.0,Check-Out,2016-08-01
82953,City Hotel,0,0,2016,January,2,7,0,1,2,0.0,0,AGO,SC,0,0,Direct,Direct,0,A,A,No Deposit,,,Transient,75.0,Check-Out,2016-08-01
82955,City Hotel,0,35,2016,January,2,5,0,3,2,0.0,0,FRA,BB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,28.0,,Transient,60.0,Check-Out,2016-08-01
82957,City Hotel,0,0,2016,January,2,6,0,2,1,0.0,0,PRT,BB,0,1,Offline TA/TO,TA/TO,0,A,A,No Deposit,94.0,,Transient,45.0,Check-Out,2016-08-01
82958,City Hotel,0,0,2016,January,2,7,0,1,1,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,94.0,,Transient,45.0,Check-Out,2016-08-01
82972,City Hotel,0,0,2016,January,2,7,0,1,2,0.0,0,AGO,SC,0,0,Direct,Direct,0,A,A,No Deposit,,,Transient,75.0,Check-Out,2016-08-01
82974,City Hotel,0,106,2016,January,2,5,0,4,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,28.0,,Transient,62.0,Check-Out,2016-09-01
82980,City Hotel,0,1,2017,April,14,8,0,1,1,0.0,0,PRT,BB,0,1,Complementary,Direct,1,A,D,No Deposit,,45.0,Transient,0.0,Check-Out,2017-09-04
82985,City Hotel,0,0,2016,January,2,9,0,0,2,0.0,0,PRT,SC,0,0,Direct,Direct,1,A,A,No Deposit,,,Transient,0.0,Check-Out,2016-09-01
82986,City Hotel,0,106,2016,January,2,5,0,5,2,0.0,0,FRA,BB,0,0,Offline TA/TO,TA/TO,0,D,D,No Deposit,28.0,,Transient,62.0,Check-Out,2016-10-01
82989,City Hotel,0,0,2016,January,2,8,0,2,0,3.0,0,PRT,BB,0,1,Direct,Direct,0,B,B,No Deposit,,,Transient-Party,9.0,Check-Out,2016-10-01
82990,City Hotel,0,28,2016,January,2,8,0,2,2,0.0,0,ROU,HB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,83.0,,Transient-Party,97.0,Check-Out,2016-10-01
82993,City Hotel,0,21,2016,January,2,4,1,5,2,0.0,0,FRA,HB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,83.0,,Transient,92.0,Check-Out,2016-10-01
82994,City Hotel,0,0,2016,January,2,9,0,1,2,0.0,0,AGO,SC,0,0,Direct,Direct,0,A,A,No Deposit,,,Transient,75.0,Check-Out,2016-10-01
82996,City Hotel,0,4,2016,January,2,9,1,1,2,0.0,0,PRT,FB,1,1,Complementary,Direct,0,D,E,No Deposit,,45.0,Transient,0.0,Check-Out,2016-11-01
82998,City Hotel,0,20,2016,January,3,10,1,0,1,0.0,0,PRT,BB,0,0,Corporate,Corporate,0,A,A,No Deposit,,40.0,Transient,66.0,Check-Out,2016-11-01
83000,City Hotel,0,32,2016,January,2,8,1,2,2,0.0,0,PRT,BB,0,1,Offline TA/TO,TA/TO,0,A,D,No Deposit,28.0,,Transient,58.0,Check-Out,2016-11-01
83001,City Hotel,0,4,2016,January,2,8,1,2,2,0.0,0,CN,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,22.0,,Transient,70.0,Check-Out,2016-11-01
83002,City Hotel,0,30,2016,January,2,6,1,4,2,0.0,0,FRA,BB,0,0,Offline TA/TO,TA/TO,0,A,D,No Deposit,28.0,,Transient,60.0,Check-Out,2016-11-01
83004,City Hotel,0,39,2016,January,2,9,2,1,2,0.0,0,GBR,HB,0,0,Offline TA/TO,TA/TO,0,E,E,No Deposit,83.0,,Contract,114.8,Check-Out,2016-12-01
83006,City Hotel,0,39,2016,January,2,9,2,1,1,0.0,0,GBR,HB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,83.0,,Contract,73.6,Check-Out,2016-12-01
83092,City Hotel,0,2,2016,April,15,5,0,1,2,0.0,0,PRT,BB,0,1,Corporate,Corporate,1,A,A,No Deposit,,72.0,Transient,45.0,Check-Out,2016-06-04
83094,City Hotel,1,190,2016,April,15,9,1,1,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,,,Transient-Party,70.0,Canceled,2015-09-12
83095,City Hotel,1,191,2016,April,16,10,2,0,2,0.0,0,PRT,BB,0,0,Groups,TA/TO,0,A,A,No Deposit,,,Transient-Party,12.0,Canceled,2015-09-12
83097,City Hotel,0,13,2016,June,23,1,0,2,1,0.0,0,PRT,BB,0,1,Complementary,Corporate,1,A,A,No Deposit,,72.0,Transient,0.0,Check-Out,2016-03-06
83098,City Hotel,0,202,2016,November,46,6,2,2,1,0.0,0,PRT,BB,0,1,Corporate,Corporate,1,A,A,No Deposit,,72.0,Transient,40.0,Check-Out,2016-10-11
83109,City Hotel,0,1,2017,January,2,10,0,1,1,0.0,0,PRT,BB,0,0,Corporate,Corporate,1,A,A,No Deposit,,238.0,Transient,65.0,Check-Out,2017-11-01
83110,City Hotel,0,0,2017,February,6,9,0,1,1,0.0,0,PRT,BB,0,0,Corporate,Corporate,1,A,A,No Deposit,,238.0,Transient,65.0,Check-Out,2017-10-02
83112,City Hotel,0,1,2017,May,19,9,0,1,1,0.0,0,PRT,BB,0,0,Corporate,Corporate,1,A,A,No Deposit,,238.0,Transient,65.0,Check-Out,2017-10-05
83180,City Hotel,0,0,2017,January,2,10,0,1,2,0.0,0,PRT,BB,1,1,Complementary,Direct,1,A,A,No Deposit,,,Transient,0.0,Check-Out,2017-11-01
83304,City Hotel,0,5,2017,February,9,28,0,3,1,0.0,0,FRA,BB,0,1,Corporate,Corporate,1,A,A,No Deposit,,91.0,Transient,80.0,Check-Out,2017-03-03
83372,City Hotel,0,5,2016,June,23,1,0,1,2,0.0,0,PRT,BB,1,2,Direct,Direct,1,D,D,No Deposit,,,Transient,80.0,Check-Out,2016-02-06
83417,City Hotel,0,81,2016,January,5,29,1,2,2,0.0,0,PRT,BB,0,2,Online TA,TA/TO,0,B,B,No Deposit,7.0,,Transient-Party,66.37,Check-Out,2016-01-02
83421,City Hotel,0,1,2016,January,5,30,1,1,2,0.0,0,SWE,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,101.0,Check-Out,2016-01-02
83422,City Hotel,0,5,2016,January,3,15,5,12,2,0.0,0,BRA,BB,0,1,Online TA,TA/TO,0,D,D,No Deposit,9.0,,Transient,88.12,Check-Out,2016-01-02
83424,City Hotel,0,5,2016,January,5,28,1,3,3,0.0,0,ITA,BB,0,0,Online TA,TA/TO,0,A,D,No Deposit,9.0,,Transient-Party,130.0,Check-Out,2016-01-02
83426,City Hotel,0,81,2016,January,5,30,1,1,2,0.0,0,ITA,BB,0,1,Direct,Direct,0,D,D,No Deposit,14.0,,Transient,85.0,Check-Out,2016-01-02
83430,City Hotel,0,11,2016,January,5,29,1,2,2,0.0,0,FRA,BB,0,1,Online TA,TA/TO,0,A,A,No Deposit,9.0,,Transient,89.0,Check-Out,2016-01-02
83433,City Hotel,0,4,2016,January,5,29,1,2,2,0.0,0,FRA,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,28.0,,Transient,99.9,Check-Out,2016-01-02
83435,City Hotel,0,0,2016,January,5,28,1,3,2,0.0,0,ESP,BB,0,0,Direct,Direct,0,A,A,No Deposit,,,Transient,90.0,Check-Out,2016-01-02
83436,City Hotel,0,0,2016,January,5,29,1,2,2,0.0,0,PRT,BB,0,0,Direct,Direct,0,A,A,No Deposit,,,Transient,90.33,Check-Out,2016-01-02
83437,City Hotel,0,69,2016,January,5,29,1,2,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,F,F,No Deposit,28.0,,Transient,99.9,Check-Out,2016-01-02
83439,City Hotel,0,4,2016,January,5,30,2,1,2,0.0,0,PRT,BB,0,0,Offline TA/TO,TA/TO,0,A,A,No Deposit,28.0,,Transient,66.0,Check-Out,2016-02-02
